"id","submitdate","lastpage","startlanguage","seed","age","gender","gender[other]","colorVision","experiencePacman","experienceAI","experienceAI2[1]","experienceAI2[2]","experienceAI2[3]","experienceAI2[4]","experienceAI2[5]","experienceAI2[other]","outcomeAI[1]","randVideoSeed","randnumber","videoname1","videoname2","videoname3","retrospectionText","retrospectionQuest","next","infoPacman","gamePacman","regularPill","identifyPacman","powerPill","GhostsBlueWhen","GhostsBlueWhat","infoPacman2","gamePacman2","infoSummary","infoSaliency","greenArea","brightnessArea","quizSummary","infoSummary2","infoSaliency2","retrospectionVideo1","retrospectionClicks1","Intention1","retrospection1[1]","retrospection1[2]","retrospection1[3]","retrospection1[4]","retrospection1[5]","retrospection1[6]","RetrospectionConf1[predictConf1]","RetrospectionExpl1","retrospectionVideo2","retrospectionClicks2","Intention2","retrospection2[1]","retrospection2[2]","retrospection2[3]","retrospection2[4]","retrospection2[5]","retrospection2[6]","RetrospectionConf2[predictConf1]","RetrospectionExpl2","retrospectionVideo3","retrospectionClicks3","Intention3","retrospection3[1]","retrospection3[2]","retrospection3[3]","retrospection3[4]","retrospection3[5]","retrospection3[6]","RetrospectionConf3[predictConf1]","RetrospectionExpl3","explSatisfaction1[1]","explSatisfaction1[2]","explSatisfaction1[3]","explSatisfaction1[4]","explSatisfaction1[5]","explSatisfaction1[6]","comment1","trustDescription1","videos1","videoClicks1A","videoClicks1B","trustBool1","trustConfidence1[confidence1]","trustExpl1","trustDescription2","videos2","videoClicks2A","videoClicks2B","trustBool2","trustConfidence2[confidence1]","trustExpl2","trustDescription3","videos3","videoClicks3A","videoClicks3B","trustBool3","trustConfidence3[confidence1]","trustExpl3","explSatisfaction2[1]","explSatisfaction2[2]","explSatisfaction2[3]","explSatisfaction2[4]","explSatisfaction2[5]","explSatisfaction2[6]","comment2","bonus","code","submit","interviewtime","groupTime531","ageTime","genderTime","colorVisionTime","experiencePacmanTime","experienceAITime","experienceAI2Time","outcomeAITime","randVideoSeedTime","randnumberTime","groupTime542","videoname1Time","videoname2Time","videoname3Time","retrospectionTextTime","retrospectionQuestTime","nextTime","groupTime532","infoPacmanTime","gamePacmanTime","groupTime533","regularPillTime","identifyPacmanTime","powerPillTime","GhostsBlueWhenTime","GhostsBlueWhatTime","groupTime540","infoPacman2Time","gamePacman2Time","groupTime534","infoSummaryTime","infoSaliencyTime","groupTime535","greenAreaTime","brightnessAreaTime","quizSummaryTime","groupTime541","infoSummary2Time","infoSaliency2Time","groupTime544","retrospectionVideo1Time","retrospectionClicks1Time","Intention1Time","retrospection1Time","RetrospectionConf1Time","RetrospectionExpl1Time","groupTime546","retrospectionVideo2Time","retrospectionClicks2Time","Intention2Time","retrospection2Time","RetrospectionConf2Time","RetrospectionExpl2Time","groupTime547","retrospectionVideo3Time","retrospectionClicks3Time","Intention3Time","retrospection3Time","RetrospectionConf3Time","RetrospectionExpl3Time","groupTime545","explSatisfaction1Time","comment1Time","groupTime536","trustDescription1Time","videos1Time","videoClicks1ATime","videoClicks1BTime","trustBool1Time","trustConfidence1Time","trustExpl1Time","groupTime537","trustDescription2Time","videos2Time","videoClicks2ATime","videoClicks2BTime","trustBool2Time","trustConfidence2Time","trustExpl2Time","groupTime538","trustDescription3Time","videos3Time","videoClicks3ATime","videoClicks3BTime","trustBool3Time","trustConfidence3Time","trustExpl3Time","groupTime543","explSatisfaction2Time","comment2Time","groupTime539","bonusTime","codeTime","submitTime"
"103","","6","en","344294745","3","2","","0","2","1","0","1","1","0","0","0","4","9","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_9.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_9.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_9.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A2","A2","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.74","143.67","","","","","","","","","","1.63","","","","","","","29.35","","","493.38","","","","","","1.22","","","30.07","","","357.53","","","","144.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104","1980-01-01 00:00:00","17","en","1887854499","4","2","","0","4","1","1","1","0","0","0","0","4","1","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_1.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_1.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_1.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","2","The AI agent focused on getting more normal pills than taking power pills or ghosts.","1","1","0","0","1","0","3","I noticed the agent chose the direction opposite of the blue ghosts and chose to take normal pills instead.","","2","Eat the power pills.","1","0","1","0","0","0","4","Pacman kept going towards the power pills.","","1","The AI agent's strategy was to avoid the ghosts.","1","0","0","1","0","0","5","Pacman avoided ghosts and also avoided the blue ghosts. It wasn't focused on taking normal or power pills either.","3","2","4","","3","1","no","","","1","1","1","5","Agent B doesn't seem interested in getting higher points by eating blue ghosts.","","","1","3","1","4","Agent B made some decisions that I don't understand.","","","1","1","2","5","Agent A made unnecessary back and forth movements.","3","2","4","","3","2","no","30","145fa220e","","1102.46","81.16","","","","","","","","","","1.86","","","","","","","211.6","","","29.71","","","","","","2.54","","","36.98","","","27","","","","1.64","","","173.99","","","","","","","88.16","","","","","","","92.65","","","","","","","38.26","","","77.88","","","","","","","","122.8","","","","","","","","88.46","","","","","","","","25.55","","","2.22","","",""
"105","","7","en","1318034590","3","2","","0","1","1","0","1","1","0","0","0","5","1","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_1.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_1.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_1.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A2","A2","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234.22","50.09","","","","","","","","","","1.03","","","","","","","40.31","","","25.97","","","","","","1.89","","","7.94","","","39.48","","","","67.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"106","","1","en","1830385748","3","2","","1","2","1","0","1","0","0","0","0","5","6","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.58","30.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"107","","7","en","1228491607","3","2","","0","3","1","1","1","1","1","1","0","5","2","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_2.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_2.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_2.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A3","A1","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1161.24","67.72","","","","","","","","","","1.56","","","","","","","6.98","","","105.09","","","","","","61.63","","","7.96","","","495.21","","","","415.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108","1980-01-01 00:00:00","17","en","760811517","2","1","","0","3","1","1","1","0","0","0","0","4","6","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_6.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_6.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_6.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","4","He seemed to play the game pretty normally. Nothing too out of the ordinary except in one scene he was running into the wall. He seemed to play more passively instead of focusing on eating the ghosts.","1","1","1","0","0","0","6","The agent seemed to try and avoid ghosts more than go on the offence. So that means he was focusing on collecting points through pills.","","1","This agent went aggressive. It seemed to want to focus on eating ghosts instead of aiming for pills. Multiple scenes of the ghosts being or already being eaten. And a lot of scenes of the ghosts being in the blue ghost state.","0","0","1","1","1","0","7","Most of the shots were of the ghosts in the blue state.","","4","Again pretty standard stuff. And playing passively. But seemed like the agent wanted to take more risks by going closer to the ghosts. Even using the power pills to make them not threatening but not exactly aiming for them as well.","1","1","1","0","0","0","7","Since the agent wasn't trying to eat the ghosts it must want to gets it's point through pills.","5","5","2","","5","5","No.","","","1","1","2","7","It seems to play the game better. Goes for pills and ghosts. Not as indecisive.","","","1","1","1","7","A is the well rounded agent. Gets pills and gets ghosts. Also doesn't seem as indecisive. And didn't get caught in any scenes.","","","3","1","2","5","Cleaner play on agent B. Less mistakes.","5","5","2","","5","5","No.","30","198ea2214","","954.86","34.61","","","","","","","","","","1.04","","","","","","","117.48","","","16.73","","","","","","1.13","","","18.46","","","18.61","","","","0.98","","","236.64","","","","","","","108.37","","","","","","","136.19","","","","","","","19.36","","","67.88","","","","","","","","111.15","","","","","","","","48.57","","","","","","","","16.63","","","1.03","","",""
"109","","1","en","1939987790","4","2","","1","4","0","","","","","","","3","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.47","55.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"110","","8","en","1445233630","4","2","","0","2","1","0","1","1","0","0","0","4","8","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_8.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_8.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_8.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","345.57","54.41","","","","","","","","","","1.04","","","","","","","166.97","","","61.88","","","","","","1.36","","","32.48","","","25.97","","","","1.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"111","1980-01-01 00:00:00","17","en","1830467496","3","1","","0","3","1","1","0","0","0","0","0","4","7","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_7.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_7.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_7.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","Go for the power pills","1","0","1","1","0","0","2","The pacman focused on going for the power pill, then stopped moving after grabbing one","","1","Only considering the closest objects to pacman","1","1","0","1","0","0","4","The highlighted portion follows pacman","","2","Avoid the ghosts","1","1","0","1","0","0","2","The ghosts were highlighted and the pacman seemed scared of them, backed into a corner, in one of the clips","2","2","4","","1","2","","","","1","1","2","4","The pacman a would stay stationary for long portions of time","","","1","1","1","6","Player B stayed stationary for long portions","","","1","1","2","6","Player B avoided ghosts better and grabbed points quicker","3","3","4","","2","4","","40","41ba222a","","485.77","29.58","","","","","","","","","","1.02","","","","","","","40.7","","","32.98","","","","","","53.85","","","15.14","","","12.93","","","","1.35","","","51.11","","","","","","","54.42","","","","","","","73.4","","","","","","","15.46","","","34.6","","","","","","","","24.74","","","","","","","","30.54","","","","","","","","12.76","","","1.19","","",""
"113","","0","en","212052409","","","","","","","","","","","","","","7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""

