"id","submitdate","lastpage","startlanguage","seed","age","gender","gender[other]","colorVision","experiencePacman","experienceAI","experienceAI2[1]","experienceAI2[2]","experienceAI2[3]","experienceAI2[4]","experienceAI2[5]","experienceAI2[other]","outcomeAI[1]","randVideoSeed","randnumber","videoname1","videoname2","videoname3","retrospectionText","retrospectionQuest","next","infoPacman","gamePacman","regularPill","identifyPacman","powerPill","GhostsBlueWhen","GhostsBlueWhat","infoPacman2","gamePacman2","infoSummary","infoSaliency","greenArea","brightnessArea","quizSummary","infoSummary2","infoSaliency2","retrospectionVideo1","retrospectionClicks1","Intention1","retrospection1[1]","retrospection1[2]","retrospection1[3]","retrospection1[4]","retrospection1[5]","retrospection1[6]","RetrospectionConf1[predictConf1]","RetrospectionExpl1","retrospectionVideo2","retrospectionClicks2","Intention2","retrospection2[1]","retrospection2[2]","retrospection2[3]","retrospection2[4]","retrospection2[5]","retrospection2[6]","RetrospectionConf2[predictConf1]","RetrospectionExpl2","retrospectionVideo3","retrospectionClicks3","Intention3","retrospection3[1]","retrospection3[2]","retrospection3[3]","retrospection3[4]","retrospection3[5]","retrospection3[6]","RetrospectionConf3[predictConf1]","RetrospectionExpl3","explSatisfaction1[1]","explSatisfaction1[2]","explSatisfaction1[3]","explSatisfaction1[4]","explSatisfaction1[5]","explSatisfaction1[6]","comment1","trustDescription1","videos1","videoClicks1A","videoClicks1B","trustBool1","trustConfidence1[confidence1]","trustExpl1","trustDescription2","videos2","videoClicks2A","videoClicks2B","trustBool2","trustConfidence2[confidence1]","trustExpl2","trustDescription3","videos3","videoClicks3A","videoClicks3B","trustBool3","trustConfidence3[confidence1]","trustExpl3","explSatisfaction2[1]","explSatisfaction2[2]","explSatisfaction2[3]","explSatisfaction2[4]","explSatisfaction2[5]","explSatisfaction2[6]","comment2","bonus","code","submit","interviewtime","groupTime514","ageTime","genderTime","colorVisionTime","experiencePacmanTime","experienceAITime","experienceAI2Time","outcomeAITime","randVideoSeedTime","randnumberTime","groupTime525","videoname1Time","videoname2Time","videoname3Time","retrospectionTextTime","retrospectionQuestTime","nextTime","groupTime515","infoPacmanTime","gamePacmanTime","groupTime516","regularPillTime","identifyPacmanTime","powerPillTime","GhostsBlueWhenTime","GhostsBlueWhatTime","groupTime523","infoPacman2Time","gamePacman2Time","groupTime517","infoSummaryTime","infoSaliencyTime","groupTime518","greenAreaTime","brightnessAreaTime","quizSummaryTime","groupTime524","infoSummary2Time","infoSaliency2Time","groupTime527","retrospectionVideo1Time","retrospectionClicks1Time","Intention1Time","retrospection1Time","RetrospectionConf1Time","RetrospectionExpl1Time","groupTime529","retrospectionVideo2Time","retrospectionClicks2Time","Intention2Time","retrospection2Time","RetrospectionConf2Time","RetrospectionExpl2Time","groupTime530","retrospectionVideo3Time","retrospectionClicks3Time","Intention3Time","retrospection3Time","RetrospectionConf3Time","RetrospectionExpl3Time","groupTime528","explSatisfaction1Time","comment1Time","groupTime519","trustDescription1Time","videos1Time","videoClicks1ATime","videoClicks1BTime","trustBool1Time","trustConfidence1Time","trustExpl1Time","groupTime520","trustDescription2Time","videos2Time","videoClicks2ATime","videoClicks2BTime","trustBool2Time","trustConfidence2Time","trustExpl2Time","groupTime521","trustDescription3Time","videos3Time","videoClicks3ATime","videoClicks3BTime","trustBool3Time","trustConfidence3Time","trustExpl3Time","groupTime526","explSatisfaction2Time","comment2Time","groupTime522","bonusTime","codeTime","submitTime"
"105","","8","en","95475416","3","2","","0","3","1","1","0","0","1","0","0","4","4","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.1","31.98","","","","","","","","","","0.48","","","","","","","29.65","","","45.56","","","","","","16.05","","","14.85","","","23.35","","","","8.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"106","1980-01-01 00:00:00","17","en","1067017888","5","2","","0","4","1","0","1","0","0","0","0","4","7","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","This Ai wanted to get the power pill.","0","0","1","0","0","0","7","All the AI did was go after the power pill.","","1","Getting power pill and eating ghosts","0","0","1","0","1","0","7","The Ai would go after the power pills and then chase down the ghosts to eat them","","1","I think it was his surroundings. It did not think to much in the future as to where it was going to go next. It was all right around itself","0","1","0","0","1","0","7","I wouuld plan ahead and watch where the ghosts were. The Ai was not. It was just worried about what was around him at that time.","5","5","1","","5","5","","","","1","1","2","7","AI A was only eating the power pills but not eating the ghosts to get them out of his way. AI B was actually trying to clear the board, eating ghosts and everything in its path.","","","1","1","1","7","AI A was playing very efficiently by eating power pills and eating ghosts while AI B was only eating the power pills.","","","2","1","2","7","AI A seemed like it wasnt sure what to do next. AI B was driven and went right after the ghosts and kept moving.","5","5","1","","5","5","","20","53ca21d1","","1177.96","175.1","","","","","","","","","","0.69","","","","","","","231.63","","","72.47","","","","","","47.78","","","37.95","","","24.6","","","","1.13","","","74.54","","","","","","","63.94","","","","","","","136.83","","","","","","","29.05","","","85.64","","","","","","","","68.99","","","","","","","","102.02","","","","","","","","25.01","","","0.59","","",""
"107","","2","en","1671585931","3","2","","0","3","1","1","1","0","0","1","0","5","3","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228.43","227.26","","","","","","","","","","1.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"108","1980-01-01 00:00:00","17","en","2093125023","2","1","","0","2","0","","","","","","","5","7","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","it used the best strategy to avoid being ate.","1","1","0","0","0","0","1","from what i read.","","1","used the best strategy to avoid loosing and being ate.","1","0","1","0","1","0","2","from what i read and how i feel and understand.","","1","it used the best strategy to avoid being ate.","1","0","0","0","1","0","2","from what i understood from reading.","1","1","3","","3","4","no","","","-1","-1","1","2","i like how they moved.","","","-1","-1","1","5","i liked how they moved and they seemed to be better at it.","","","2","2","2","2","seemed to understand and know what it was doing.","5","3","5","","4","5","no","20","126aa21da","","1034.36","25","","","","","","","","","","0.56","","","","","","","5.73","","","164.42","","","","","","101.2","","","7.01","","","127.93","","","","83.1","","","290.91","","","","","","","100.84","","","","","","","32.26","","","","","","","9.53","","","15.59","","","","","","","","29.05","","","","","","","","33.38","","","","","","","","7.16","","","0.69","","",""
"109","1980-01-01 00:00:00","17","en","277868103","3","2","","0","3","1","1","1","0","0","1","0","5","4","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","The strategy seemed to be that the AI wanted to get specifically power pills.","1","0","1","0","0","0","6","I saw how the areas showed in the video were areas where the power pill was eaten and the green attention areas also seemed to indicate this. ","","1","The strategy employed was to eat as many ghosts as possible. ","1","0","1","1","0","0","7","The actions taken by the AI in the video shown always seem to have the goal of eating a ghost.","","2","The strategy seems to be to eat as many pills as possible. ","1","1","1","0","0","0","6","I watched which areas looked highlighted green and what the intentions were with actions the pacman seemed to be taking.","4","4","2","","4","4","none","","","1","2","2","7","B was alot more accurate than A in trying to score points by eating ghosts. A really did almost nothing useful in the video show. ","","","1","2","1","7","A timed eating its power pills far better than B, B was terrible at it. A looked like it was doing a successful job in playing the game and B did not.","","","1","1","1","6","Both A and B performed quite well though A seemed to do better. A certainly managed to eat more ghosts in the video.","5","4","2","","4","3","none","50","45da21da","","974.05","28.11","","","","","","","","","","0.47","","","","","","","87.39","","","39.48","","","","","","37.11","","","22.3","","","34.64","","","","0.99","","","100.44","","","","","","","82.76","","","","","","","174.78","","","","","","","31.37","","","114.86","","","","","","","","93.02","","","","","","","","90.82","","","","","","","","35.06","","","0.45","","",""
"110","1980-01-01 00:00:00","17","en","844429979","3","2","","0","2","1","1","0","0","0","0","0","4","10","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","used the shield powerup","1","0","1","1","0","0","7","he boxed up the enemies.","","1","pacman avoiding the enemies","1","1","1","0","0","0","6","the powerup made it to change location","","0","staying in a far location.","1","1","1","0","0","0","5","avoiding the enemies","4","4","2","","3","3","","","","-1","-1","2","4","looks more advanced","","","0","0","1","7","hes faster and sharper","","","0","0","2","7","hes faster and more winning","4","4","2","","3","4","","30","229ba22e8","","1475.12","267.16","","","","","","","","","","1.33","","","","","","","10.81","","","40.92","","","","","","61.26","","","6.11","","","106.65","","","","128.05","","","678.48","","","","","","","56.36","","","","","","","36.17","","","","","","","7.38","","","17.78","","","","","","","","24.53","","","","","","","","23.17","","","","","","","","7.46","","","1.5","","",""
"111","1980-01-01 00:00:00","17","en","516288534","4","2","","0","4","1","1","1","0","0","0","0","6","8","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","2","He seemed to want to clear the board and was not concerned with getting cherries or eating the ghosts.","1","1","1","0","0","0","5","The character of pacman is important because you can't play without him but he was more interested in eating the pellets and clearing the board than anything else.","","1","He seems to be trying to eat the ghosts.","1","0","1","0","1","0","4","In the video he seemed to have eaten ghosts often so I assumed that was his strategy.","","1","He seemed to be trying to clear the board and waiting for the ghost so he could eat them.","1","1","0","0","1","0","3","I felt he was trying to clear sections of the board but also wait around for the power pill so he could eat the ghosts.","3","1","2","","2","2","n/a","","","3","1","1","1","It seemed like he did a better job eating ghosts.","","","1","1","1","5","He seemed better at eating the ghosts.","","","1","1","2","4","He seemed better at clearing the board and ate more ghosts.","2","1","3","","2","1","n/a","30","95ea22e7","","1057.37","49.02","","","","","","","","","","0.55","","","","","","","263.15","","","52.92","","","","","","1.39","","","27.34","","","19.73","","","","1.19","","","127.2","","","","","","","93.72","","","","","","","110.01","","","","","","","34.14","","","86.2","","","","","","","","90.42","","","","","","","","70.52","","","","","","","","29.08","","","0.79","","",""
"112","1980-01-01 00:00:00","17","en","330751914","4","1","","0","3","1","1","0","0","0","0","0","4","3","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","Staying in its immediate area, and focusing on the pills immediately nearby.","1","1","1","0","0","0","6","He stayed in one area mostly, and focused on eating pills nearby. He seems to have accidentally consumed a power pill toward the end.","","1","He focused on pills nearby. When a power pill was available, he ate it, and did proceed to chase the nearby ghost once it was blue.","1","1","0","0","1","0","7","He definitely pursued the blue ghost after consuming the power pill. He preferred continuing toward normal pills when they were present.","","1","Looking directly in front of the character, and eating ghosts when they're very close.","1","0","0","0","1","0","6","The green focus indicator was concentrated on the area immediately around Pacman, and occasionally on ghosts in his immediate vicinity.","4","3","4","","3","2","","","","1","1","2","3","Player b seemed about to understand when ghosts were nearby is a better time to eat power pills. Both seemed to reprioritize eating normal pills, but A seemed to retread empty space frequently.","","","1","1","1","7","Player b retraced his steps frequently, leading to low scoring periods.","","","1","1","2","6","He seemed to prioritize higher scoring moves and focused farther into the future.","2","3","4","","3","2","","40","185ea22e7","","927.97","45.12","","","","","","","","","","0.68","","","","","","","44.25","","","24.48","","","","","","1","","","33.67","","","17.61","","","","1.07","","","121.23","","","","","","","137.77","","","","","","","133.41","","","","","","","26.3","","","122.41","","","","","","","","79.06","","","","","","","","85.21","","","","","","","","53.58","","","1.12","","",""
"113","1980-01-01 00:00:00","17","en","1243732942","5","2","","0","3","1","1","0","0","0","0","0","3","6","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","The AI agent wanted to eat the power pills","0","0","1","0","0","0","4","It kept going back and forth and then ate a power pill","","1","To get to the power pills to be able to chase and eat the ghosts","0","0","1","0","1","0","7","The pacman ate the power pills and immediately went after the blue ghosts to eat","","1","The strategy was to eat as many regular dost as possible and then eat a power pill to eat the ghosts that get in his way","0","1","1","0","1","0","6","The pacman was going about eating his regular dots and then ate a power pill to eat the ghosts in his way in order to keep going.","4","3","2","","4","5","This is interesting for me to think about how to ""train"" and AI to learn to play pacman.  Thank you","","","1","1","2","7"," B is playing the board better.  It is clearing the board and eating the power pills when ghosts are near.  A is just eating the power pills when ghosts are not near and therefore not using them effeciently.","","","1","1","1","6","A is trying to clear the board as well as eat the power dots and the ghosts.  B is eating all the power dots first and therefore not clearing the board effeciently.  When the power dots are gone, he will lose.","","","1","1","1","4","A is clearing the board better than B.  Furthermore A is eating the power pills when ghosts are present where B is eating them whenever and not using them effectively.","5","3","1","","5","5","This was really interesting to me :)","30","177ca22e7","","999.14","54.56","","","","","","","","","","1.14","","","","","","","187.28","","","19.79","","","","","","1.45","","","28.39","","","19.51","","","","1.04","","","69.89","","","","","","","76.84","","","","","","","138.44","","","","","","","52.37","","","92.39","","","","","","","","136.37","","","","","","","","89.93","","","","","","","","28.99","","","0.76","","",""
"114","1980-01-01 00:00:00","17","en","825665266","3","1","","0","3","1","1","0","0","0","1","0","5","6","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","The strategy is to eat as much power pills and normal pills","1","1","1","0","0","0","6","from the video, the agent was only going for the power pills and normal pills","","2","Eating the blue ghosts, collecting normal pills","1","1","0","0","1","0","5","The agent went after the blue ghosts after gaining some normal pills","","8","uses the pills to boost his speed","1","1","0","0","1","0","5","From what I witnessed, I am somewhat confident in my decision","2","3","4","","2","3","none","","","3","1","2","7","score more by eating the blue ghosts, while player A only went after power pills","","","1","1","1","7","scored more points, eating more blue ghosts","","","1","1","1","5","scored more by eating more blue ghosts","4","3","4","","4","3","none","50","98da22e9","","1931.96","63.34","","","","","","","","","","1.5","","","","","","","151.17","","","74.97","","","","","","1.96","","","61.24","","","63.94","","","","1.85","","","208.19","","","","","","","364.28","","","","","","","375.57","","","","","","","126.45","","","103.92","","","","","","","","90.12","","","","","","","","164.12","","","","","","","","78.24","","","1.1","","",""
"115","1980-01-01 00:00:00","17","en","740325100","6","2","","0","4","1","0","1","0","0","0","0","4","2","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","3","Pacman was just trying to get as many points with the normal and power pills.","0","1","1","0","0","0","5","He didn't go after any ghosts and focused on the pills.","","3","Pacman wanted those ghosts! His goal was to move as fast as he could towards them.","1","1","0","0","1","0","4","His goal was to get points as he quickly ate up the normal pills in order to get to the ghosts.","","3","Beginning of game was rough but he eventually made his way to collecting ghosts","0","1","0","0","1","0","3","Not sure what he was doing at the beginning but finally was able to make his way from the top and grab some ghosts.","3","3","4","","3","3","","","","3","2","1","5","A was able to eat more power pills.","","","3","3","1","2","A was able to eat more ghosts but B's focus was on power pills. They looked somewhat even but I chose A because of the ghosts.","","","1","1","1","4","He actually looked to have eaten more ghosts and covered a little more ground even though he seemed a little confused at play start.","4","3","3","","4","4","","30","46fa22e9","","1795.31","39","","","","","","","","","","0.62","","","","","","","249.45","","","109.5","","","","","","1.13","","","62.49","","","87.98","","","","0.57","","","176.43","","","","","","","272.86","","","","","","","151.95","","","","","","","31.36","","","176.92","","","","","","","","258.89","","","","","","","","151.49","","","","","","","","23.46","","","1.21","","",""
"116","1980-01-01 00:00:00","17","en","1765257760","3","1","","0","4","0","","","","","","","4","1","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","It was prioritizing areas where there we no ghosts.","1","1","0","0","0","0","4","I was looking at the highly relevant green areas.","","1","I believe it tried to mark areas where there were the least amount of ghosts present.","1","1","0","0","0","0","1","I looked at the highly relevant green areas.","","4","It seemed to place more value on attacking the ghosts.","1","0","0","1","1","0","6","I just tried to notice the clear highly relevant areas.","3","4","1","","4","4","No additional comments ","","","1","1","2","7","It seemed to have a better control of pacman","","","1","1","1","4","It seemed to have better skills","","","1","1","2","5","It seemed like it had more of a strategy ","3","4","1","","4","4","No additional commetns","40","254fa22eb","","1114.97","27.53","","","","","","","","","","1.35","","","","","","","231.37","","","58.4","","","","","","109.29","","","21.44","","","26.1","","","","0.86","","","86.96","","","","","","","212.68","","","","","","","194.26","","","","","","","17.85","","","26.11","","","","","","","","39.87","","","","","","","","45.15","","","","","","","","14.5","","","1.25","","",""
"117","1980-01-01 00:00:00","17","en","65036542","5","1","","0","3","1","1","1","1","0","1","0","3","6","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","The agent was trying to avoid the ghosts while eating as many pills as possible","0","1","1","0","0","0","3","The pills appeared to have more relevance to the agent","","1","The agent appeared to seek power pills","0","0","1","0","1","0","4","The agent placed much relevance on when the ghosts turned blue","","1","To reach a power pill and make the ghosts turn blue","1","1","1","0","1","0","4","I based it on how relevant it appeared to the agent.","2","1","3","","2","3","It was rather difficult to determine the strategy","","","1","1","2","5","Player A seems to understand the game better","","","1","1","1","3","Player A appears to make more progress","","","1","1","2","4","Player B seems more aggressive","3","2","3","","3","2","No","20","175aa22ed","","1614.24","71.72","","","","","","","","","","1.37","","","","","","","570.06","","","40.13","","","","","","0.71","","","36.44","","","37.49","","","","31.21","","","140.96","","","","","","","137.74","","","","","","","222.97","","","","","","","54.71","","","117.6","","","","","","","","49.33","","","","","","","","66.11","","","","","","","","34.5","","","1.19","","",""
"118","1980-01-01 00:00:00","17","en","1293926800","6","2","","0","2","1","0","1","0","1","1","0","4","2","4","/surveys/upload/surveys/583526/files/agent1_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent2_highlights_div_lrp.mp4","/surveys/upload/surveys/583526/files/agent3_highlights_div_lrp.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","-1"," analyze the strategy of that particular AI agent","1","1","0","0","1","1","6","nice","","2","analyze the strategy of that particular AI agent.","1","1","1","1","1","1","5","f typical behavior of a Pacman agent.","","1"," analyze the strategy of that particular AI agent","1","1","0","1","1","1","6","me seeing","4","2","5","","4","5","superb","","","1","1","1","6","nice moov","","","-1","-1","2","6","very slow","","","-1","-1","1","5","nice moov","1","4","5","","5","3","nice","10","71ba22f0","","2074.03","68.2","","","","","","","","","","1.68","","","","","","","19.27","","","1224.5","","","","","","193.2","","","8.43","","","174.75","","","","47.68","","","41.22","","","","","","","157.56","","","","","","","45.45","","","","","","","17.07","","","35.85","","","","","","","","12.01","","","","","","","","13.67","","","","","","","","11.72","","","1.77","","",""

