,id,submitdate,lastpage,startlanguage,seed,age,gender,gender[other],colorVision,experiencePacman,experienceAI,experienceAI2[1],experienceAI2[2],experienceAI2[3],experienceAI2[4],experienceAI2[5],experienceAI2[other],outcomeAI[1],randVideoSeed,randnumber,videoname1,videoname2,videoname3,retrospectionText,retrospectionQuest,next,infoPacman,gamePacman,regularPill,identifyPacman,powerPill,GhostsBlueWhen,GhostsBlueWhat,infoPacman2,gamePacman2,infoSummary,infoSaliency,greenArea,brightnessArea,quizSummary,infoSummary2,infoSaliency2,retrospectionVideo2,retrospectionClicks2,Intention2,retrospection2[1],retrospection2[2],retrospection2[3],retrospection2[4],retrospection2[5],retrospection2[6],RetrospectionConf2[predictConf1],RetrospectionExpl2,retrospectionVideo3,retrospectionClicks3,Intention3,retrospection3[1],retrospection3[2],retrospection3[3],retrospection3[4],retrospection3[5],retrospection3[6],RetrospectionConf3[predictConf1],RetrospectionExpl3,retrospectionVideo1,retrospectionClicks1,Intention1,retrospection1[1],retrospection1[2],retrospection1[3],retrospection1[4],retrospection1[5],retrospection1[6],RetrospectionConf1[predictConf1],RetrospectionExpl1,explSatisfaction1[1],explSatisfaction1[2],explSatisfaction1[3],explSatisfaction1[4],explSatisfaction1[5],explSatisfaction1[6],comment1,trustDescription2,videos2,videoClicks2A,videoClicks2B,trustBool2,trustConfidence2[confidence1],trustExpl2,trustDescription3,videos3,videoClicks3A,videoClicks3B,trustBool3,trustConfidence3[confidence1],trustExpl3,trustDescription1,videos1,videoClicks1A,videoClicks1B,trustBool1,trustConfidence1[confidence1],trustExpl1,explSatisfaction2[1],explSatisfaction2[2],explSatisfaction2[3],explSatisfaction2[4],explSatisfaction2[5],explSatisfaction2[6],comment2,bonus,code,submit,interviewtime,demographicsTime,ageTime,genderTime,colorVisionTime,experiencePacmanTime,experienceAITime,experienceAI2Time,outcomeAITime,randVideoSeedTime,randnumberTime,groupTime503,videoname1Time,videoname2Time,videoname3Time,retrospectionTextTime,retrospectionQuestTime,nextTime,groupTime451,infoPacmanTime,gamePacmanTime,groupTime453,regularPillTime,identifyPacmanTime,powerPillTime,GhostsBlueWhenTime,GhostsBlueWhatTime,groupTime486,infoPacman2Time,gamePacman2Time,groupTime454,infoSummaryTime,infoSaliencyTime,groupTime455,greenAreaTime,brightnessAreaTime,quizSummaryTime,groupTime487,infoSummary2Time,infoSaliency2Time,retro2Time,retrospectionVideo2Time,retrospectionClicks2Time,Intention2Time,retrospection2Time,RetrospectionConf2Time,RetrospectionExpl2Time,retro3Time,retrospectionVideo3Time,retrospectionClicks3Time,Intention3Time,retrospection3Time,RetrospectionConf3Time,RetrospectionExpl3Time,retro1Time,retrospectionVideo1Time,retrospectionClicks1Time,Intention1Time,retrospection1Time,RetrospectionConf1Time,RetrospectionExpl1Time,groupTime511,explSatisfaction1Time,comment1Time,trust2Time,trustDescription2Time,videos2Time,videoClicks2ATime,videoClicks2BTime,trustBool2Time,trustConfidence2Time,trustExpl2Time,trust3Time,trustDescription3Time,videos3Time,videoClicks3ATime,videoClicks3BTime,trustBool3Time,trustConfidence3Time,trustExpl3Time,trust1Time,trustDescription1Time,videos1Time,videoClicks1ATime,videoClicks1BTime,trustBool1Time,trustConfidence1Time,trustExpl1Time,groupTime509,explSatisfaction2Time,comment2Time,groupTime479,bonusTime,codeTime,submitTime,groupTime542,groupTime532,groupTime533,groupTime540,groupTime534,groupTime535,groupTime541,groupTime545,groupTime543,groupTime539,groupTime525,groupTime515,groupTime516,groupTime523,groupTime517,groupTime518,groupTime524,groupTime528,groupTime526,groupTime522
40,137,1980-01-01 00:00:00,17,en,1382675841,3.0,1.0,,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,8,1,/surveys/upload/surveys/841769/files/agent1_random_8.mp4,/surveys/upload/surveys/841769/files/agent2_random_8.mp4,/surveys/upload/surveys/841769/files/agent3_random_8.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,2.0,"The agent seemed to go for long stretches of pills first and was not thorough in eating all the pills. They also seemed to use the 4 power pills quite early, leaving them with fewer options later in the game. ",1.0,1.0,1.0,0.0,0.0,0.0,3.0,"The AI clearly wanted to go for long stretches of pills, as there were no long chains left, but didn't do back and thoroughly clean up the pills. They didn't seem very interested in eating ghosts, but did use the power pills quickly. ",,3.0,The AI seemed focused on quickly getting the power pills and eating the blue ghosts. Even to the point where it seemed to ignore the cherries and put itself in danger to reach the blue ghosts.,0.0,0.0,1.0,0.0,1.0,0.0,5.0,"The power pills were quickly consumed in the games. When a cherry came on screen, the AI chose to pursue a blue ghost over the cherry and the AI crossed quite close to a normal ghost exiting the center to pursue a blue ghost.",,2.0,"The AI seemed to be most interested in power pills and cherries. They weren't too concerned about ghost placement and didn't seem to alter behavior when the ghosts were blue. They did, however, clearly want to get to the cherries, but didn't seem able to navigate the maze effectively. ",0.0,0.0,1.0,0.0,0.0,1.0,4.0,"There was little self-preservation going on in the form of ghost avoidance. They didn't seem to target blue ghosts at all, or even really pay attention to the ghosts. When the cherry came onto the screen, though, they immediately turned to face it. ",4.0,2.0,2.0,4.0,,,It would be interesting to see longer clips of the AI's playing.,,,1.0,1.0,1.0,5.0,"Player A seems more able to avoid being eaten, even at the expense of higher point actions. I would think that the longevity of this player's pacmen would allow for greater point accumulation. ",,,1.0,1.0,2.0,3.0,"Plater B seems slightly better at navigating and ghost avoidance, so i would hope this would lead to longer game times and higher point accumulation. ",,,1.0,1.0,2.0,4.0,"Player B is less focused on the cherries, which do not occur frequently enough to be meaningful. They also seem more interested in eating blue ghosts, which could equal a great total score overall. ",4.0,2.0,2.0,5.0,,,,30.0,159ea227d,,1458.16,69.2,,,,,,,,,,0.55,,,,,,,312.27,,,34.64,,,,,,0.97,,,34.68,,,13.65,,,,0.99,,,211.55,,,,,,,175.5,,,,,,,196.88,,,,,,,37.04,,,132.27,,,,,,,,92.49,,,,,,,,105.65,,,,,,,,38.74,,,1.09,,,,,,,,,,,,,,,,,,,,,,,
41,138,1980-01-01 00:00:00,17,en,1577044212,5.0,1.0,,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0,4.0,1,1,/surveys/upload/surveys/841769/files/agent1_random_1.mp4,/surveys/upload/surveys/841769/files/agent2_random_1.mp4,/surveys/upload/surveys/841769/files/agent3_random_1.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,2.0,He is eating the regular dots.,0.0,1.0,0.0,0.0,0.0,0.0,6.0,Because the video shows pac man only eating regular dots.,,1.0,"What? I don't see a sensible, coherent strategy. Pac man is spinning his wheels, back and forth. ",0.0,1.0,0.0,0.0,0.0,0.0,1.0,Pac man is doing nothing.,,1.0,He is eating power pills to eat the resulting blue ghosts.,0.0,0.0,1.0,0.0,1.0,0.0,5.0,"In every snippet, it shows pac man eating a power pill then gobbling up the blue ghosts.",3.0,2.0,4.0,2.0,,,,,,2.0,1.0,2.0,5.0,B is at least earring blue ghosts.,,,1.0,1.0,1.0,5.0,"Look, neither are good pac man players, but A has eaten the most dots and power pellets.",,,1.0,1.0,2.0,5.0,B has eaten the most dots to get to the next level at least.,2.0,2.0,3.0,3.0,,,,30.0,237ea227d,,1475.03,73.35,,,,,,,,,,2.07,,,,,,,169.7,,,157.72,,,,,,1.48,,,10.51,,,27.88,,,,1.99,,,159.59,,,,,,,127.88,,,,,,,219.49,,,,,,,30.31,,,109.29,,,,,,,,239.73,,,,,,,,108.61,,,,,,,,32.6,,,2.83,,,,,,,,,,,,,,,,,,,,,,,
42,139,1980-01-01 00:00:00,17,en,226326109,5.0,1.0,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,4.0,2,4,/surveys/upload/surveys/841769/files/agent1_highlights_div_lrp.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div_lrp.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div_lrp.mp4,,,,,,A3,A3,A2,A2,A1,,,,,A1,A2,A2,,,,2.0,Earning points by eating,0.0,1.0,0.0,0.0,1.0,0.0,5.0,Each portion of the video was different. Earning points by eating in all but one. The one without eating was pacman turning back an forth.,,3.0,To keep moving and not stay in one place.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Every piece of video was completely different. I do not see a clear strategy on this video.,,2.0,Eating the power pills.,0.0,0.0,1.0,0.0,0.0,0.0,7.0,That is what each portion of the video showed me... pacman eating the power pills,4.0,1.0,3.0,,2.0,2.0,,,,1.0,1.0,1.0,7.0,All B was doing was eating power pills and turning around. Not a good strategy,,,1.0,2.0,1.0,7.0,B died in one of the parts. I dont like to die,,,1.0,1.0,2.0,6.0,B seemed to be moving through the maze better,3.0,3.0,2.0,,3.0,1.0,,30.0,99ea227d,,1401.36,68.4,,,,,,,,,,0.78,,,,,,,137.6,,,27.82,,,,,,1.17,,,25.61,,,33.33,,,,0.67,,,176.41,,,,,,,446.51,,,,,,,132.29,,,,,,,39.88,,,115.68,,,,,,,,88.78,,,,,,,,73.14,,,,,,,,31.95,,,1.34,,,,,,,,,,,,,,,,,,,,,,,
43,140,1980-01-01 00:00:00,17,en,2089098343,3.0,1.0,,0.0,2.0,0.0,,,,,,,3.0,8,2,/surveys/upload/surveys/841769/files/agent1_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,1.0,The agent took a more aggressive approach by using the power pill to eat the ghosts. The agent tried to keep the ghosts closer to pacman so that when the pill was consumed it would be easier to catch the ghosts.,1.0,0.0,1.0,0.0,1.0,0.0,4.0,The agent wasn't just trying to eat normal pills or avoid ghosts. The agent used the power pill and then went directly for the ghosts.,,1.0,"The agent used the power pill to avoid the ghosts and eat more pills, but also to lure them to another power pill so it could eat the ghosts after consuming it.",0.0,1.0,1.0,0.0,1.0,0.0,4.0,"I watched the video of the agent avoiding the ghosts by eating the power pill, and then navigating to another power pill to give the agent more time to consume ghosts.",,1.0,The agent directly tried to avoid the ghosts and stay farther away from them by consuming the power pill. The agent was keeping it's distance from the ghosts by using the power pill.,1.0,0.0,1.0,1.0,0.0,0.0,4.0,I watched the video where the agent did not try to aggressively chase the ghosts after using the power pill. The agent was avoiding the ghosts by using the power pill. The agent was concerned with just staying alive.,2.0,2.0,3.0,2.0,,,,,,1.0,1.0,1.0,6.0,"Player A was more aggressive in consuming the ghosts after eating a power pill. Player B played very passively, and safely, using the power pill to only avoid the ghosts.",,,1.0,1.0,1.0,5.0,"Player A was focused on consuming ghosts, but also persevering the lives he had. Player B was also very aggressive, but so much so that they died trying to eat the ghosts.",,,1.0,1.0,2.0,7.0,"Player B was actively seeking to consume ghosts in order to increase their score. Play A was more passive and was playing to not die. Player A will survive longer, but will have a much lower score than player b in the end.",4.0,3.0,2.0,5.0,,,,40.0,157ca227d,,872.92,35.87,,,,,,,,,,2.25,,,,,,,90.93,,,26.15,,,,,,2.27,,,13.96,,,11.65,,,,1.32,,,112.53,,,,,,,134.11,,,,,,,109.82,,,,,,,22.21,,,75.74,,,,,,,,95.84,,,,,,,,115.79,,,,,,,,20.79,,,1.69,,,,,,,,,,,,,,,,,,,,,,,
44,141,1980-01-01 00:00:00,17,en,789380701,3.0,1.0,,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0,5.0,8,3,/surveys/upload/surveys/841769/files/agent1_random_lrp_8.mp4,/surveys/upload/surveys/841769/files/agent2_random_lrp_8.mp4,/surveys/upload/surveys/841769/files/agent3_random_lrp_8.mp4,,,,,,A3,A3,A2,A2,A1,,,,,A1,A2,A2,,,,1.0,"Play regular strategy, collect pills",1.0,1.0,0.0,0.0,0.0,0.0,4.0,In the video it valued pills over everything except it's own life.,,2.0,"It values blue ghosts over everything, power pills second and it's own mortality third.",1.0,0.0,1.0,0.0,1.0,0.0,6.0,"It played pac man irregularly only when there were blue ghosts, otherwise it focused on pills and staying alive.",,5.0,The strategy was to prioritize Cherries ahead of power pills and power pills ahead of regular pills.,1.0,0.0,1.0,0.0,0.0,1.0,7.0,The AI went haywire once the cherry appeared and tried to get to it through walls.,3.0,2.0,5.0,,3.0,2.0,,,,1.0,1.0,1.0,7.0,"Player a is more focused than Player B AKA ""Cherryhunter"". It actually plays the game to collect points.",,,1.0,1.0,1.0,5.0,Player A is the one hungry for blue ghosts. Player B is the one hungry for pills. I prefer gambling on the risk taking of player A,,,2.0,1.0,2.0,7.0,"Player A is the one that couldn't focus on anything other than cherries, including solid objects.",5.0,3.0,4.0,,3.0,2.0,,40.0,124fa227d,,703.19,51.12,,,,,,,,,,0.63,,,,,,,27.98,,,38.68,,,,,,1.14,,,23.6,,,18.25,,,,0.73,,,71.95,,,,,,,108.96,,,,,,,137.35,,,,,,,20.78,,,65.7,,,,,,,,50.58,,,,,,,,61.58,,,,,,,,22.85,,,1.31,,,,,,,,,,,,,,,,,,,,,,,
45,142,1980-01-01 00:00:00,17,en,1326821841,2.0,2.0,,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.0,2,2,/surveys/upload/surveys/841769/files/agent1_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,1.0,Eat as many of the little pills as pacman can before coming into contact with the ghost.,1.0,1.0,0.0,1.0,0.0,0.0,1.0,The Ai agent is playing the game how any normal person would. ,,3.0,The strategy is to eat the power pills to keep the ghost blue so pacman can eat them along with the regular pills. ,0.0,0.0,1.0,0.0,0.0,0.0,2.0,In the video the whole time the ghost are blue and pacman is eating them.,,1.0,The strategy is to work from the outside to the inside and avoid the ghost.,1.0,1.0,0.0,1.0,0.0,0.0,2.0,Pacman is eating the small pills from the outside and is avoiding the ghost.,2.0,1.0,5.0,1.0,,,,,,2.0,1.0,1.0,4.0,Agent A seems to make more progress in the game than Agent B.,,,1.0,1.0,2.0,4.0,Agent B seems to make more progress during game play than Agent A.,,,1.0,1.0,2.0,3.0,Agent B seems to have a better strategy ,3.0,2.0,4.0,3.0,,,,30.0,89aa227d,,986.2,27.01,,,,,,,,,,0.61,,,,,,,5.16,,,68.3,,,,,,1.08,,,22.34,,,28.34,,,,0.8,,,124.41,,,,,,,237.02,,,,,,,113.17,,,,,,,30.5,,,140.56,,,,,,,,69.84,,,,,,,,88.78,,,,,,,,26.9,,,1.38,,,,,,,,,,,,,,,,,,,,,,,
46,143,,1,en,111719975,4.0,2.0,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,5.0,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.34,104.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,144,1980-01-01 00:00:00,17,en,235688020,4.0,1.0,,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0,4.0,3,3,/surveys/upload/surveys/841769/files/agent1_random_lrp_3.mp4,/surveys/upload/surveys/841769/files/agent2_random_lrp_3.mp4,/surveys/upload/surveys/841769/files/agent3_random_lrp_3.mp4,,,,,,A3,A3,A2,A2,A1,,,,,A1,A2,A2,,,,2.0,The AI is actively trying to get all the pills as its primary goal. It doesnt seem as concerned with the ghosts,1.0,1.0,0.0,1.0,0.0,0.0,6.0,the PACMAN is scanning all areas where pills are located as areas of interest,,1.0,the AI seems to be avoiding the ghosts as more important then getting the pills.,1.0,1.0,0.0,1.0,0.0,0.0,6.0,"the pacman actively avoids the ghosts and ""hides"" instead of trying to get pills",,3.0,the agent seems to be chasing pills as directly as possible while avoid ghosts. Although some seems random without much direction,1.0,1.0,0.0,1.0,0.0,0.0,5.0,these were the only items that appeared in the example. ,4.0,2.0,4.0,,3.0,4.0,sometimes snippets showed pacman doing nothing or not present,,,1.0,1.0,1.0,5.0,PACMAN B seems to make a couple of poor decisions and heads directly to the ghosts,,,1.0,1.0,1.0,6.0,PACMAN A seems to hide a bit more from the ghosts and will probably live longer with this method,,,1.0,1.0,2.0,6.0,PACMAN B seems to take a few more precautions then PACMAN A,4.0,2.0,4.0,,5.0,4.0,,50.0,85da227e,,1409.19,65.94,,,,,,,,,,1.55,,,,,,,93.14,,,35.36,,,,,,0.83,,,85.62,,,101.7,,,,1.26,,,150.52,,,,,,,130.27,,,,,,,339.08,,,,,,,69.96,,,117.27,,,,,,,,109.22,,,,,,,,83.12,,,,,,,,22.9,,,1.45,,,,,,,,,,,,,,,,,,,,,,,
48,145,,1,en,674511719,3.0,1.0,,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0,5.0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.17,74.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,146,1980-01-01 00:00:00,17,en,50717169,4.0,1.0,,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0,5.0,5,4,/surveys/upload/surveys/841769/files/agent1_highlights_div_lrp.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div_lrp.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div_lrp.mp4,,,,,,A3,A3,A2,A2,A1,,,,,A1,A2,A2,,,,1.0,The agent prioritized eating ghosts. ,1.0,0.0,0.0,0.0,1.0,0.0,7.0,By watching the agent eat a ghost in every clip. ,,2.0,The agent was trying to clear as many pills as possible. ,1.0,1.0,0.0,0.0,0.0,0.0,6.0,The heat maps showed the agent following paths conducive to eating large portions of pills.,,4.0,"The AI agent's strategy was to consume all of the power pills that it could get to, thereby keeping the ghosts blue.",1.0,0.0,1.0,0.0,1.0,0.0,6.0,By watching the agent eat the power pills in each section of the video. ,4.0,4.0,2.0,,4.0,3.0,,,,1.0,1.0,1.0,5.0,Agent A's strategy seemed a little better and its movement was smoother. ,,,1.0,1.0,1.0,6.0,I chose A because it looked like it had a better strategy to clear the pills and keep the ghosts at bay at the same time. ,,,1.0,1.0,2.0,7.0,Agent B looked more fluid in its moves and was doing a better job of clearing pills. ,4.0,4.0,2.0,,4.0,2.0,,40.0,126ba227d,,950.59,54.55,,,,,,,,,,1.64,,,,,,,49.51,,,40.89,,,,,,2.09,,,22.32,,,26.59,,,,1.61,,,88.58,,,,,,,212.89,,,,,,,217.92,,,,,,,25.78,,,44.67,,,,,,,,88.04,,,,,,,,48.84,,,,,,,,22.77,,,1.9,,,,,,,,,,,,,,,,,,,,,,,
50,147,1980-01-01 00:00:00,17,en,2023067297,3.0,1.0,,0.0,4.0,0.0,,,,,,,5.0,3,1,/surveys/upload/surveys/841769/files/agent1_random_3.mp4,/surveys/upload/surveys/841769/files/agent2_random_3.mp4,/surveys/upload/surveys/841769/files/agent3_random_3.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,14.0,"I think its using power pills more effectively and focusing on eating the sides and the ghosts, a simple strategy of eating power pills and then eating the ghosts.",1.0,0.0,1.0,0.0,1.0,0.0,5.0,at 0:13 it has already eating 3 out of 4 power pills and its looking to head in the direction of the 4th one.  ,,5.0,"The strategy here is pacman waiting on their moves and using walls to his advantage, it reacts to ghost movement and uses walls to stop his movements as needed. ",1.0,0.0,1.0,1.0,0.0,0.0,2.0,I saw pacman make several stop and use the walls to its advance.  ,,2.0,The strategy is to simply use their number advantage to catch pacman.,1.0,0.0,1.0,1.0,0.0,0.0,5.0,"I believe Pacman, the ghosts and the power pills are the influencing factors that determine AI movement, pacman is like a magnet, the ghosts are trying to get close to that magnet and when pacman eats a power pill the ghosts try to run away, based on this model you can build a very similar game with only these 3 components so I think they are the most important. ",3.0,3.0,5.0,3.0,,,Nothing in particular. ,,,1.0,1.0,1.0,5.0,"Player A seemed more methodical and used the tunnels to appear on the other side, there was also a point when Player B went right into the ghosts so this made me doubt its ability quite a bit. ",,,2.0,3.0,1.0,3.0,"Agent A just seems better, its hard to really tell but Agent A is following my proffered strategy of holding walls. ",,,4.0,9.0,2.0,4.0,"I like Player B because it seems to use walls more often, this is how I play pacman, I wait for their movements and then react, not just aimlessly moving around. ",3.0,2.0,4.0,3.0,,,,50.0,211da227e,,1860.09,35.72,,,,,,,,,,1.12,,,,,,,139.71,,,40.95,,,,,,1.29,,,12.14,,,13.23,,,,0.58,,,437.1,,,,,,,287.17,,,,,,,286.1,,,,,,,32.82,,,116.36,,,,,,,,223.19,,,,,,,,214.99,,,,,,,,17.1,,,0.52,,,,,,,,,,,,,,,,,,,,,,,
51,148,1980-01-01 00:00:00,17,en,1163374281,3.0,1.0,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,3.0,2,1,/surveys/upload/surveys/841769/files/agent1_random_2.mp4,/surveys/upload/surveys/841769/files/agent2_random_2.mp4,/surveys/upload/surveys/841769/files/agent3_random_2.mp4,,,,,,A3,A3,A2,A2,A1,,,,,,,A2,,,,3.0,The AI seems to be avoiding ghosts. Lurking in corners etc. until they pass.,1.0,1.0,0.0,1.0,0.0,0.0,5.0,"Mostly ghosts and pac man himself, but the AI was also collecting smaller dots too.",,2.0,"He's focused on kiting away from ghosts, but he also heads to a power pill when it appears. So it's a hybrid strategy of avoiding and waiting for power pills.",1.0,0.0,1.0,1.0,0.0,0.0,7.0,"I just watched the actions of the AI in the video. He wasn't focused on eating little pills, only on making sure he was avoiding the ghosts and heading to a large pill when it appeared.",,1.0,This AI was focused on eating pills as well as power pills to turn the ghosts blue.,1.0,0.0,1.0,1.0,0.0,0.0,7.0,"This was pretty obvious. He was playing the game the standard way, collecting pills and big pills.",2.0,2.0,5.0,2.0,,,"Not enough clips were shown, and they were way too short.",,,1.0,1.0,2.0,7.0,No contest. Player A plays it too safe and even makes a mistake by heading right into a ghost.,,,1.0,1.0,1.0,7.0,"Both are highly inconsistent and sub-optimal, but at least Player A focuses heavily on collecting pills.",,,2.0,1.0,1.0,7.0,Player A stays moving and cleanly collects pills. Player B stalls too much.,2.0,2.0,5.0,2.0,,,"Same videos, same comments.",30.0,252ba227d,,849.18,292.24,,,,,,,,,,0.86,,,,,,,71.14,,,33.57,,,,,,0.98,,,3.75,,,14.94,,,,1.33,,,112.03,,,,,,,94.8,,,,,,,52.97,,,,,,,25.68,,,38.85,,,,,,,,43.05,,,,,,,,48.62,,,,,,,,13.47,,,0.9,,,,,,,,,,,,,,,,,,,,,,,
52,149,,4,en,929437708,3.0,2.0,,0.0,2.0,0.0,,,,,,,5.0,6,1,/surveys/upload/surveys/841769/files/agent1_random_6.mp4,/surveys/upload/surveys/841769/files/agent2_random_6.mp4,/surveys/upload/surveys/841769/files/agent3_random_6.mp4,,,,,,A3,A3,A2,A3,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.57,23.47,,,,,,,,,,1.8,,,,,,,33.66,,,311.84,,,,,,146.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,150,,1,en,206578540,4.0,2.0,,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4.0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.85,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,151,,7,en,229379744,4.0,2.0,,0.0,2.0,0.0,,,,,,,3.0,3,4,/surveys/upload/surveys/841769/files/agent1_highlights_div_lrp.mp4,/surveys/upload/surveys/841769/files/agent2_highlights_div_lrp.mp4,/surveys/upload/surveys/841769/files/agent3_highlights_div_lrp.mp4,,,,,,A3,A3,A2,A2,A1,,,,,A2,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.37,19.51,,,,,,,,,,1.54,,,,,,,104.82,,,144.78,,,,,,1.65,,,8.92,,,208.69,,,,82.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,152,1980-01-01 00:00:00,17,en,602903627,3.0,2.0,,0.0,1.0,0.0,,,,,,,4.0,9,3,/surveys/upload/surveys/841769/files/agent1_random_lrp_9.mp4,/surveys/upload/surveys/841769/files/agent2_random_lrp_9.mp4,/surveys/upload/surveys/841769/files/agent3_random_lrp_9.mp4,,,,,,A3,A3,A2,A2,A1,,,,,A1,A2,A2,,,,0.0,Eating the power pill,1.0,0.0,1.0,0.0,1.0,0.0,4.0,those were the most relevant ,,1.0,eating the power pill very fast,1.0,0.0,0.0,1.0,1.0,0.0,3.0,I am not very confidence ,,1.0,eating the power pill,1.0,1.0,1.0,0.0,0.0,0.0,4.0,those were the most relevant ,4.0,4.0,4.0,,4.0,4.0,none ,,,0.0,0.0,2.0,6.0,according to performance ,,,0.0,0.0,1.0,5.0,how well they performed ,,,0.0,0.0,1.0,4.0,according to performance ,4.0,4.0,4.0,,4.0,4.0,none ,40.0,33fa227e,,1118.93,36.35,,,,,,,,,,1.4,,,,,,,106.74,,,81.25,,,,,,214.81,,,79.53,,,96.54,,,,42.53,,,64.37,,,,,,,87.36,,,,,,,119.97,,,,,,,96.91,,,29.18,,,,,,,,25.41,,,,,,,,24.79,,,,,,,,11.02,,,0.77,,,,,,,,,,,,,,,,,,,,,,,
